AppRating,AppReviews,AppSize,NumberOfInstallations,CurrentAndroidVersion,,,,,,,,
4.40,460.00,31.00,50000.00,4.00,,,,,,,,
4.30,247.00,18.00,10000.00,4.00,,,,,,,,
2.60,85.00,6.00,5000.00,4.00,,,,,,,,
4.30,445.00,29.00,50000.00,4.00,,,,,,,,
3.80,568.00,42.00,50000.00,4.00,,,,,,,,
4.20,345.00,14.00,50000.00,4.00,,,,,,,,
4.20,6.00,29.00,1000.00,2.30,,,,,,,,
4.10,10.00,5.70,5000.00,4.10,,,,,,,,
4.00,36.00,36.00,10000.00,4.00,,,,,,,,
4.40,7.00,8.90,1000.00,4.00,,,,,,,,
4.70,6.00,5.10,1000.00,4.00,,,,,,,,
2.60,13.00,4.30,1000.00,4.40,,,,,,,,
4.30,7.00,62.00,1000.00,4.40,,,,,,,,
5.00,3.00,29.00,500.00,4.00,,,,,,,,
3.70,6.00,7.80,1000.00,4.00,,,,,,,,
4.30,62.00,20.00,5000.00,2.30,,,,,,,,
4.10,41.00,0.99,10000.00,3.00,,,,,,,,
4.30,22.00,18.00,10000.00,4.00,,,,,,,,
3.80,534.00,14.00,100000.00,2.20,,,,,,,,
4.50,18.00,9.30,5000.00,4.00,,,,,,,,
5.00,5.00,17.00,1000.00,4.00,,,,,,,,
3.90,40.00,4.00,5000.00,2.20,,,,,,,,
3.80,271.00,8.30,50000.00,4.00,,,,,,,,
4.60,186.00,9.60,10000.00,4.10,,,,,,,,
4.60,28.00,20.00,1000.00,4.00,,,,,,,,
4.70,315.00,14.00,10000.00,4.00,,,,,,,,
5.00,6.00,17.00,1000.00,4.00,,,,,,,,
4.50,18.00,13.00,10000.00,4.00,,,,,,,,
4.30,10.00,46.00,100.00,4.10,,,,,,,,
3.50,3988.00,11.00,1000000.00,4.40,,,,,,,,
3.30,19.00,1.60,100.00,2.30,,,,,,,,
3.90,84.00,11.00,10000.00,3.00,,,,,,,,
4.50,86.00,8.60,5000.00,4.10,,,,,,,,
3.40,35.00,24.00,1000.00,2.20,,,,,,,,
5.00,4.00,1.60,1000.00,4.00,,,,,,,,
5.00,1.00,8.40,50.00,4.20,,,,,,,,
4.80,12.00,44.00,100.00,4.00,,,,,,,,
3.60,35.00,88.00,10000.00,4.00,,,,,,,,
4.30,693.00,32.00,100000.00,4.20,,,,,,,,
4.00,347.00,25.00,10000.00,4.10,,,,,,,,
4.50,853.00,27.00,10000.00,4.10,,,,,,,,
4.60,48.00,7.30,1000.00,4.10,,,,,,,,
4.70,6208.00,14.00,100000.00,5.00,,,,,,,,
3.80,480.00,15.00,50000.00,4.00,,,,,,,,
4.70,2374.00,16.00,10000.00,5.00,,,,,,,,
4.00,253.00,25.00,10000.00,4.00,,,,,,,,
4.60,1231.00,14.00,10000.00,5.00,,,,,,,,
2.00,207.00,2.90,10000.00,4.40,,,,,,,,
4.30,231.00,18.00,10000.00,4.00,,,,,,,,
2.00,314.00,35.00,10000.00,4.20,,,,,,,,
3.60,117.00,25.00,10000.00,4.20,,,,,,,,
4.70,3661.00,14.00,50000.00,5.00,,,,,,,,
3.50,805.00,6.50,50000.00,5.00,,,,,,,,
4.00,732.00,5.50,50000.00,4.00,,,,,,,,
3.50,256.00,28.00,10000.00,4.00,,,,,,,,
4.30,323.00,17.00,10000.00,4.00,,,,,,,,
4.10,196.00,7.30,10000.00,4.40,,,,,,,,
4.60,1992.00,24.00,50000.00,5.00,,,,,,,,
3.80,922.00,2.10,100000.00,2.30,,,,,,,,
4.30,4290.00,24.00,50000.00,5.00,,,,,,,,
3.80,109.00,2.80,10000.00,2.30,,,,,,,,
1.00,2.00,7.20,1000.00,4.00,,,,,,,,
3.80,472.00,8.60,50000.00,4.00,,,,,,,,
3.30,343.00,2.30,10000.00,2.20,,,,,,,,
4.80,495.00,12.00,5000.00,5.00,,,,,,,,
3.60,892.00,70.00,50000.00,4.00,,,,,,,,
3.80,12667.00,34.00,1000000.00,4.30,,,,,,,,
4.30,40907.00,2.60,5000000.00,2.20,,,,,,,,
3.90,475944.00,35.00,10000000.00,4.10,,,,,,,,
4.20,115176.00,24.00,10000000.00,4.00,,,,,,,,
4.00,121082.00,7.00,10000000.00,2.10,,,,,,,,
4.50,4571.00,3.90,500000.00,4.10,,,,,,,,
4.60,213.00,3.80,10000.00,5.00,,,,,,,,
4.50,625.00,26.00,100000.00,4.00,,,,,,,,
3.70,3757.00,5.00,1000000.00,2.20,,,,,,,,
4.40,9555.00,4.70,1000000.00,4.10,,,,,,,,
4.60,770.00,5.60,100000.00,4.40,,,,,,,,
3.90,88.00,5.30,10000.00,4.00,,,,,,,,
4.40,2147.00,2.20,500000.00,4.40,,,,,,,,
4.50,48.00,26.00,5000.00,5.00,,,,,,,,
4.50,3972.00,5.60,100000.00,4.00,,,,,,,,
4.30,374.00,26.00,100000.00,4.00,,,,,,,,
3.70,113.00,8.60,10000.00,4.10,,,,,,,,
3.90,37.00,21.00,10000.00,4.40,,,,,,,,
3.90,139.00,4.80,50000.00,4.00,,,,,,,,
4.30,2303.00,15.00,100000.00,4.00,,,,,,,,
4.10,489.00,20.00,100000.00,4.00,,,,,,,,
4.10,423.00,20.00,100000.00,4.00,,,,,,,,
4.40,14.00,5.50,1000.00,4.00,,,,,,,,
4.40,20921.00,5.70,1000000.00,4.10,,,,,,,,
4.20,831.00,11.00,50000.00,4.00,,,,,,,,
4.50,27820.00,4.70,1000000.00,2.20,,,,,,,,
4.60,244.00,4.10,100000.00,4.00,,,,,,,,
4.40,244.00,6.90,1000.00,2.30,,,,,,,,
4.40,25.00,12.00,5000.00,4.40,,,,,,,,
3.80,203.00,5.90,10000.00,2.30,,,,,,,,
2.60,80.00,2.20,10000.00,4.10,,,,,,,,
4.20,715.00,7.10,100000.00,4.00,,,,,,,,
4.40,25.00,7.90,5000.00,4.00,,,,,,,,
4.20,75.00,25.00,10000.00,4.00,,,,,,,,
4.00,13.00,26.00,5000.00,4.00,,,,,,,,
4.20,593.00,4.90,100000.00,3.00,,,,,,,,
4.00,114.00,25.00,10000.00,4.00,,,,,,,,
4.40,31.00,8.30,10000.00,4.20,,,,,,,,
4.50,416.00,6.00,10000.00,4.00,,,,,,,,
3.20,114.00,3.00,10000.00,4.00,,,,,,,,
4.30,740.00,19.00,50000.00,4.00,,,,,,,,
3.40,22.00,4.10,1000.00,4.00,,,,,,,,
2.30,42.00,6.00,1000.00,4.10,,,,,,,,
4.40,6997.00,4.60,100000.00,4.10,,,,,,,,
4.30,34.00,26.00,10000.00,4.00,,,,,,,,
4.30,996.00,10.00,50000.00,4.00,,,,,,,,
3.60,125.00,5.00,10000.00,2.20,,,,,,,,
4.60,2555.00,16.00,100000.00,4.40,,,,,,,,
4.20,54.00,22.00,5000.00,4.00,,,,,,,,
4.00,12.00,8.10,5000.00,4.00,,,,,,,,
4.40,288209.00,21.00,5000000.00,4.40,,,,,,,,
4.50,16391.00,13.00,500000.00,4.40,,,,,,,,
3.20,24.00,4.80,5000.00,3.20,,,,,,,,
1.70,367.00,6.10,50000.00,4.00,,,,,,,,
2.20,54.00,4.30,10000.00,3.20,,,,,,,,
3.80,5084.00,6.20,100000.00,4.30,,,,,,,,
4.80,6.00,3.50,100.00,1.60,,,,,,,,
4.40,165656.00,38.00,5000000.00,2.30,,,,,,,,
4.50,3935.00,9.50,100000.00,4.40,,,,,,,,
4.80,10.00,0.52,100.00,1.60,,,,,,,,
4.60,649.00,0.84,50000.00,2.10,,,,,,,,
3.70,166.00,2.00,5000.00,2.30,,,,,,,,
4.40,14.00,17.00,100.00,4.00,,,,,,,,
3.50,12204.00,6.80,1000000.00,2.20,,,,,,,,
3.80,5.00,1.10,500.00,4.00,,,,,,,,
3.80,9.00,0.78,100.00,2.20,,,,,,,,
4.30,12.00,3.70,100.00,2.10,,,,,,,,
4.60,265.00,2.60,10000.00,2.30,,,,,,,,
4.50,2.00,7.80,100.00,4.10,,,,,,,,
4.80,341.00,9.60,5000.00,2.00,,,,,,,,
5.00,12.00,2.40,100.00,3.00,,,,,,,,
3.00,1.00,55.00,100.00,4.10,,,,,,,,
5.00,1.00,3.70,10.00,2.10,,,,,,,,
4.40,12639.00,96.00,500000.00,4.10,,,,,,,,
4.60,94.00,1.10,1000.00,2.20,,,,,,,,
3.90,1436.00,0.02,100000.00,1.60,,,,,,,,
3.30,15.00,12.00,1000.00,4.00,,,,,,,,
3.00,4.00,0.50,1000.00,2.10,,,,,,,,
4.20,6784.00,13.00,500000.00,4.40,,,,,,,,
4.20,268.00,4.20,50000.00,3.00,,,,,,,,
4.20,1137.00,11.00,50000.00,4.30,,,,,,,,
4.00,27.00,0.60,5000.00,2.20,,,,,,,,
3.20,3069.00,18.00,500000.00,4.40,,,,,,,,
4.60,79.00,3.00,1000.00,4.00,,,,,,,,
3.20,20843.00,14.00,1000000.00,4.40,,,,,,,,
4.10,137674.00,72.00,5000000.00,2.30,,,,,,,,
4.40,48.00,54.00,5000.00,4.40,,,,,,,,
4.00,1419.00,12.00,100000.00,4.00,,,,,,,,
4.20,18.00,37.00,1000.00,4.30,,,,,,,,
4.10,62.00,6.50,10000.00,2.20,,,,,,,,
4.30,49.00,6.60,10000.00,4.30,,,,,,,,
3.30,4069.00,50.00,1000000.00,4.30,,,,,,,,
4.70,175.00,4.30,10000.00,5.00,,,,,,,,
4.40,63.00,7.60,10000.00,2.20,,,,,,,,
3.10,47.00,5.50,10000.00,2.20,,,,,,,,
3.10,19.00,94.00,1000.00,2.30,,,,,,,,
3.30,439.00,35.00,50000.00,4.00,,,,,,,,
3.90,10.00,55.00,500.00,4.00,,,,,,,,
3.40,12.00,11.00,1000.00,4.00,,,,,,,,
3.90,13.00,12.00,1000.00,3.00,,,,,,,,
4.40,21.00,21.00,1000.00,5.00,,,,,,,,
3.90,11.00,27.00,500.00,4.10,,,,,,,,
3.70,818.00,5.30,100000.00,4.00,,,,,,,,
4.50,4.00,30.00,500.00,4.10,,,,,,,,
4.70,42.00,10.00,5000.00,4.00,,,,,,,,
4.60,147.00,9.80,10000.00,4.00,,,,,,,,
5.00,103.00,3.80,5000.00,4.10,,,,,,,,
3.00,2.00,33.00,100.00,4.00,,,,,,,,
3.90,517.00,35.00,10000.00,4.40,,,,,,,,
5.00,3.00,3.40,50.00,4.00,,,,,,,,
3.90,12.00,2.50,500.00,2.20,,,,,,,,
3.80,19.00,12.00,1000.00,2.20,,,,,,,,
3.60,6060.00,0.59,500000.00,2.10,,,,,,,,
3.90,654.00,50.00,10000.00,4.10,,,,,,,,
3.80,316.00,19.00,100000.00,2.20,,,,,,,,
4.80,171.00,1.00,1000.00,2.20,,,,,,,,
4.00,387.00,1.10,50000.00,1.60,,,,,,,,
4.70,16851.00,81.00,100000.00,4.40,,,,,,,,
4.80,17.00,15.00,100.00,4.20,,,,,,,,
4.70,439.00,13.00,5000.00,5.00,,,,,,,,
4.70,541732.00,20.00,5000000.00,2.30,,,,,,,,
4.50,27.00,7.10,500.00,4.10,,,,,,,,
4.00,47.00,4.50,1000.00,3.20,,,,,,,,
3.20,191.00,10.00,10000.00,4.00,,,,,,,,
4.70,39.00,20.00,1000.00,4.30,,,,,,,,
4.50,4.00,8.10,100.00,2.20,,,,,,,,
4.50,93.00,1.60,50000.00,1.60,,,,,,,,
4.90,57.00,6.10,1000.00,3.00,,,,,,,,
4.20,182.00,4.90,5000.00,2.20,,,,,,,,
5.00,2.00,20.00,100.00,4.10,,,,,,,,
5.00,2.00,9.30,100.00,4.10,,,,,,,,
4.20,47340.00,61.00,1000000.00,4.10,,,,,,,,
4.70,3.00,5.80,500.00,4.00,,,,,,,,
4.50,10159.00,6.40,1000000.00,4.10,,,,,,,,
3.80,57.00,4.00,5000.00,2.30,,,,,,,,
4.50,85015.00,46.00,1000000.00,4.00,,,,,,,,
4.30,2250.00,30.00,100000.00,4.10,,,,,,,,
3.90,112.00,1.40,10000.00,2.20,,,,,,,,
4.20,226.00,15.00,10000.00,2.20,,,,,,,,
4.50,214.00,1.80,10000.00,4.00,,,,,,,,
4.10,11179.00,19.00,1000000.00,2.30,,,,,,,,
4.10,1514.00,12.00,100000.00,4.10,,,,,,,,
4.60,470.00,21.00,10000.00,2.30,,,,,,,,
3.30,60.00,25.00,10000.00,4.30,,,,,,,,
4.50,11.00,3.40,1000.00,4.00,,,,,,,,
2.20,876.00,8.70,1000000.00,4.20,,,,,,,,
4.40,137.00,19.00,10000.00,4.10,,,,,,,,
3.90,117.00,9.80,10000.00,4.00,,,,,,,,
2.80,1189.00,18.00,100000.00,4.00,,,,,,,,
3.30,2802.00,15.00,100000.00,4.30,,,,,,,,
4.50,56409.00,43.00,1000000.00,4.10,,,,,,,,
3.10,167.00,2.00,1000.00,4.00,,,,,,,,
3.20,398.00,2.20,50000.00,2.20,,,,,,,,
4.40,1740.00,4.40,50000.00,4.10,,,,,,,,
4.10,1372.00,5.40,50000.00,4.10,,,,,,,,
5.00,2.00,1.40,5.00,4.40,,,,,,,,
3.80,131.00,3.30,1000.00,2.20,,,,,,,,
4.30,87.00,7.30,10000.00,5.00,,,,,,,,
4.60,3963.00,23.00,100000.00,4.20,,,,,,,,
4.90,7.00,2.20,100.00,3.00,,,,,,,,
5.00,2.00,3.50,10.00,4.00,,,,,,,,
2.90,30.00,4.80,5000.00,4.10,,,,,,,,
4.40,14.00,7.30,500.00,4.10,,,,,,,,
4.40,15753.00,13.00,100000.00,4.30,,,,,,,,
4.60,1641.00,6.20,10000.00,4.00,,,,,,,,
4.50,4228.00,0.66,500000.00,4.00,,,,,,,,
4.00,9307.00,5.00,1000000.00,4.40,,,,,,,,
3.50,1151.00,8.30,10000.00,4.40,,,,,,,,
4.80,528550.00,73.00,10000000.00,4.10,,,,,,,,
3.50,35337.00,7.40,5000000.00,4.00,,,,,,,,
4.70,142758.00,22.00,10000000.00,4.40,,,,,,,,
4.40,766.00,14.00,10000.00,2.20,,,,,,,,
4.30,122010.00,7.30,5000000.00,4.00,,,,,,,,
4.70,136540.00,3.10,1000000.00,4.00,,,,,,,,
4.40,134412.00,11.00,5000000.00,4.40,,,,,,,,
3.50,38824.00,12.00,1000000.00,5.00,,,,,,,,
4.60,171017.00,13.00,10000000.00,4.40,,,,,,,,
3.90,6289.00,33.00,1000000.00,2.30,,,,,,,,
4.60,260527.00,49.00,10000000.00,4.00,,,,,,,,
4.20,419375.00,31.00,10000000.00,2.30,,,,,,,,
4.60,2464.00,34.00,50000.00,4.10,,,,,,,,
4.00,93898.00,44.00,10000000.00,4.10,,,,,,,,
3.80,52.00,55.00,10000.00,2.30,,,,,,,,
4.30,528917.00,59.00,10000000.00,4.10,,,,,,,,
4.50,462614.00,60.00,10000000.00,4.00,,,,,,,,
4.10,39895.00,25.00,5000000.00,4.10,,,,,,,,
4.20,794058.00,56.00,10000000.00,4.40,,,,,,,,
4.00,119685.00,20.00,10000000.00,4.00,,,,,,,,
3.60,301.00,2.30,50000.00,4.00,,,,,,,,
3.30,236.00,0.22,50000.00,2.10,,,,,,,,
4.70,88993.00,1.50,10000000.00,2.30,,,,,,,,
4.60,338742.00,48.00,5000000.00,6.00,,,,,,,,
4.50,23.00,31.00,5000.00,3.00,,,,,,,,
3.90,4569.00,7.50,500000.00,4.00,,,,,,,,
4.30,31.00,0.23,5000.00,4.00,,,,,,,,
3.90,203.00,2.30,10000.00,3.00,,,,,,,,
4.30,824.00,2.80,10000.00,4.10,,,,,,,,
3.10,19.00,4.50,500.00,4.00,,,,,,,,
4.40,9.00,33.00,50.00,4.30,,,,,,,,
3.70,6514.00,72.00,500000.00,3.00,,,,,,,,
4.60,37.00,3.30,1000.00,2.20,,,,,,,,
4.60,154.00,6.60,10000.00,4.40,,,,,,,,
2.70,7.00,5.20,500.00,4.40,,,,,,,,
4.10,70.00,3.50,500.00,2.10,,,,,,,,
4.20,459.00,11.00,10000.00,4.00,,,,,,,,
1.90,179.00,10.00,10000.00,4.10,,,,,,,,
4.60,17.00,9.40,1000.00,4.00,,,,,,,,
4.40,121.00,8.70,10000.00,4.10,,,,,,,,
4.20,100.00,6.30,10000.00,4.10,,,,,,,,
3.90,64.00,4.10,5000.00,4.40,,,,,,,,
2.40,37.00,37.00,5000.00,4.10,,,,,,,,
5.00,5.00,3.20,100.00,4.00,,,,,,,,
3.90,21.00,11.00,10000.00,5.00,,,,,,,,
3.70,78.00,3.00,10000.00,2.20,,,,,,,,
5.00,5.00,14.00,100.00,4.10,,,,,,,,
4.00,3323.00,47.00,100000.00,4.00,,,,,,,,
3.00,1.00,2.50,10.00,4.20,,,,,,,,
4.10,29.00,2.30,5000.00,4.00,,,,,,,,
4.80,21.00,49.00,1000.00,4.10,,,,,,,,
4.50,33.00,44.00,1000.00,2.30,,,,,,,,
3.50,13.00,3.00,1000.00,4.00,,,,,,,,
4.50,954.00,7.60,10000.00,4.10,,,,,,,,
4.50,355613.00,59.00,10000000.00,4.40,,,,,,,,
4.30,504765.00,36.00,5000000.00,4.40,,,,,,,,
4.40,2440877.00,32.00,10000000.00,4.00,,,,,,,,
4.40,6715.00,9.50,500000.00,4.40,,,,,,,,
4.30,43090.00,95.00,5000000.00,4.00,,,,,,,,
4.20,2557.00,5.80,50000.00,4.00,,,,,,,,
4.50,937.00,35.00,10000.00,4.00,,,,,,,,
4.30,139545.00,63.00,10000000.00,4.10,,,,,,,,
4.30,22333.00,9.70,1000000.00,4.30,,,,,,,,
4.20,249.00,91.00,10000.00,4.10,,,,,,,,
4.90,117.00,63.00,1000.00,4.00,,,,,,,,
1.40,33.00,3.10,1000.00,4.10,,,,,,,,
4.00,16190.00,88.00,1000000.00,4.00,,,,,,,,
5.00,34.00,12.00,5000.00,5.00,,,,,,,,
4.30,11.00,23.00,500.00,4.00,,,,,,,,
3.80,38.00,7.20,5000.00,4.40,,,,,,,,
4.10,1186.00,6.40,50000.00,2.20,,,,,,,,
4.20,20.00,3.40,1000.00,1.60,,,,,,,,
4.30,166312.00,91.00,5000000.00,4.40,,,,,,,,
4.10,46.00,6.10,1000.00,4.00,,,,,,,,
4.30,128.00,22.00,10000.00,4.00,,,,,,,,
3.60,258.00,6.90,50000.00,4.00,,,,,,,,
4.30,264755.00,91.00,10000000.00,4.00,,,,,,,,
4.40,6895.00,10.00,500000.00,4.10,,,,,,,,
5.00,22.00,2.20,100.00,4.40,,,,,,,,
4.40,160.00,8.50,5000.00,4.10,,,,,,,,
4.50,1440.00,12.00,100000.00,4.00,,,,,,,,
4.70,78.00,11.00,5000.00,4.10,,,,,,,,
5.00,3.00,16.00,500.00,4.10,,,,,,,,
3.40,59.00,1.30,10000.00,1.50,,,,,,,,
3.10,16.00,18.00,5000.00,4.00,,,,,,,,
4.50,339.00,10.00,5000.00,4.10,,,,,,,,
5.00,1.00,1.20,10.00,2.30,,,,,,,,
4.30,80.00,8.70,5000.00,4.40,,,,,,,,
4.40,186648.00,42.00,10000000.00,4.20,,,,,,,,
4.00,74497.00,5.30,5000000.00,4.00,,,,,,,,
4.10,54034.00,5.80,5000000.00,4.00,,,,,,,,
3.80,47386.00,96.00,1000000.00,4.20,,,,,,,,
4.30,267787.00,21.00,10000000.00,4.40,,,,,,,,
4.30,9149.00,80.00,1000000.00,2.20,,,,,,,,
4.30,191621.00,6.10,10000000.00,4.00,,,,,,,,
4.20,32849.00,1.50,1000000.00,2.30,,,,,,,,
4.30,251686.00,31.00,10000000.00,4.10,,,,,,,,
4.40,252006.00,26.00,5000000.00,2.30,,,,,,,,
4.40,483782.00,20.00,10000000.00,4.10,,,,,,,,
3.90,28694.00,2.90,1000000.00,4.00,,,,,,,,
3.50,113183.00,36.00,5000000.00,4.10,,,,,,,,
4.10,45610.00,0.18,10000000.00,1.60,,,,,,,,
4.10,257531.00,44.00,10000000.00,4.10,,,,,,,,
4.70,198480.00,82.00,5000000.00,4.10,,,,,,,,
4.50,375996.00,3.30,10000000.00,4.10,,,,,,,,
3.30,152102.00,18.00,10000000.00,4.10,,,,,,,,
4.20,17108.00,8.30,100000.00,2.20,,,,,,,,
4.60,1764.00,8.30,10000.00,2.20,,,,,,,,
4.30,24.00,8.00,1000.00,3.20,,,,,,,,
4.30,194.00,1.50,10000.00,4.00,,,,,,,,
4.00,1.00,3.60,100.00,4.10,,,,,,,,
4.70,3408.00,15.00,50000.00,4.10,,,,,,,,
5.00,8.00,6.70,1000.00,4.10,,,,,,,,
5.00,1.00,27.00,10.00,4.20,,,,,,,,
4.90,17.00,76.00,100.00,4.40,,,,,,,,
4.30,11100.00,15.00,500000.00,4.00,,,,,,,,
4.00,479939.00,15.00,10000000.00,4.40,,,,,,,,
4.50,2.00,3.30,100.00,4.00,,,,,,,,
4.10,1648.00,36.00,500000.00,4.10,,,,,,,,
4.30,18.00,5.70,1000.00,4.00,,,,,,,,
3.70,668.00,1.10,100000.00,4.00,,,,,,,,
4.20,470.00,4.10,10000.00,4.10,,,,,,,,
3.60,38.00,1.10,10000.00,4.00,,,,,,,,
3.60,5.00,6.80,50.00,4.00,,,,,,,,
2.10,14.00,28.00,1000.00,4.10,,,,,,,,
4.70,10318.00,32.00,1000000.00,4.40,,,,,,,,
3.20,39.00,12.00,10000.00,4.00,,,,,,,,
3.00,19.00,22.00,1000.00,4.00,,,,,,,,
4.30,59.00,1.40,1000.00,2.30,,,,,,,,
3.00,4.00,1.20,1000.00,4.00,,,,,,,,
3.90,53301.00,7.60,10000000.00,4.00,,,,,,,,
3.30,12.00,2.90,500.00,5.00,,,,,,,,
4.00,486.00,2.50,10000.00,4.40,,,,,,,,
3.70,3.00,11.00,10.00,2.20,,,,,,,,
2.80,27.00,34.00,1000.00,4.40,,,,,,,,
4.40,10786.00,21.00,1000000.00,4.00,,,,,,,,
5.00,1.00,4.50,500.00,4.10,,,,,,,,
3.90,58.00,22.00,10000.00,4.00,,,,,,,,
4.20,43.00,0.03,1000.00,4.00,,,,,,,,
4.80,6.00,14.00,100.00,4.10,,,,,,,,
4.00,7006.00,12.00,500000.00,4.40,,,,,,,,
3.00,2.00,1.30,100.00,3.00,,,,,,,,
4.50,8.00,3.10,100.00,4.00,,,,,,,,
2.60,122.00,11.00,10000.00,4.10,,,,,,,,
5.00,4.00,5.90,100.00,4.40,,,,,,,,
5.00,1.00,1.10,10.00,4.00,,,,,,,,
4.10,543.00,26.00,10000.00,4.00,,,,,,,,
4.50,53.00,5.90,10000.00,4.00,,,,,,,,
5.00,3.00,5.70,100.00,4.10,,,,,,,,
4.50,104068.00,37.00,5000000.00,4.10,,,,,,,,
4.30,314774.00,43.00,5000000.00,2.10,,,,,,,,
4.20,1878.00,20.00,100000.00,3.00,,,,,,,,
3.00,4.00,8.00,1000.00,4.10,,,,,,,,
4.10,78142.00,17.00,5000000.00,3.00,,,,,,,,
4.20,326042.00,10.00,10000000.00,3.00,,,,,,,,
4.20,35172.00,34.00,1000000.00,2.20,,,,,,,,
4.00,28633.00,81.00,1000000.00,2.30,,,,,,,,
4.10,3527.00,35.00,100000.00,3.00,,,,,,,,
3.60,151.00,100.00,10000.00,4.10,,,,,,,,
4.30,1130.00,48.00,50000.00,4.20,,,,,,,,
5.00,1.00,59.00,100.00,4.40,,,,,,,,
3.90,6450.00,14.00,500000.00,4.00,,,,,,,,
4.10,29387.00,16.00,1000000.00,3.00,,,,,,,,
3.80,168.00,24.00,10000.00,4.00,,,,,,,,
5.00,6.00,2.30,1000.00,2.20,,,,,,,,
3.70,38767.00,4.10,5000000.00,2.00,,,,,,,,
4.30,5623.00,28.00,100000.00,2.30,,,,,,,,
4.20,10440.00,27.00,500000.00,4.40,,,,,,,,
4.30,157997.00,27.00,10000000.00,2.20,,,,,,,,
2.50,81.00,6.70,10000.00,4.00,,,,,,,,
4.30,83545.00,23.00,5000000.00,4.00,,,,,,,,
4.30,34062.00,85.00,1000000.00,4.40,,,,,,,,
4.20,1484.00,41.00,100000.00,4.00,,,,,,,,
4.60,152395.00,14.00,10000000.00,2.30,,,,,,,,
4.00,3715.00,94.00,100000.00,4.00,,,,,,,,
2.90,975.00,45.00,100000.00,4.10,,,,,,,,
4.50,396090.00,26.00,10000000.00,4.00,,,,,,,,
4.70,417197.00,99.00,10000000.00,2.30,,,,,,,,
3.80,23.00,5.90,1000.00,4.00,,,,,,,,
4.70,466495.00,52.00,10000000.00,2.20,,,,,,,,
3.90,41683.00,63.00,1000000.00,2.30,,,,,,,,
4.50,96658.00,26.00,1000000.00,3.00,,,,,,,,
4.50,412888.00,35.00,10000000.00,4.10,,,,,,,,
4.30,231446.00,5.40,10000000.00,4.00,,,,,,,,
4.40,303394.00,53.00,10000000.00,4.10,,,,,,,,
4.80,39068.00,4.00,500000.00,4.10,,,,,,,,
4.10,211620.00,20.00,10000000.00,4.00,,,,,,,,
4.50,6026.00,39.00,100000.00,4.10,,,,,,,,
4.50,41331.00,5.00,5000000.00,4.00,,,,,,,,
4.60,28107.00,5.70,500000.00,4.00,,,,,,,,
4.40,552635.00,29.00,10000000.00,4.10,,,,,,,,
4.10,217736.00,87.00,10000000.00,4.10,,,,,,,,
4.70,55952.00,61.00,1000000.00,4.10,,,,,,,,
4.20,609186.00,30.00,10000000.00,4.10,,,,,,,,
4.50,617732.00,44.00,10000000.00,4.10,,,,,,,,
4.80,332623.00,4.60,10000000.00,4.10,,,,,,,,
4.50,371318.00,90.00,10000000.00,4.10,,,,,,,,
4.70,696665.00,91.00,10000000.00,5.00,,,,,,,,
4.40,860078.00,30.00,10000000.00,4.10,,,,,,,,
4.10,5997.00,20.00,1000000.00,4.10,,,,,,,,
4.30,796.00,28.00,100000.00,5.00,,,,,,,,
4.20,2013.00,16.00,100000.00,4.10,,,,,,,,
4.20,2925.00,16.00,100000.00,4.10,,,,,,,,
3.60,21095.00,7.90,1000000.00,4.00,,,,,,,,
2.80,21.00,57.00,1000.00,4.00,,,,,,,,
3.90,30.00,16.00,1000.00,2.30,,,,,,,,
3.80,10.00,25.00,1000.00,4.10,,,,,,,,
4.40,1628.00,34.00,50000.00,2.30,,,,,,,,
3.70,42.00,29.00,1000.00,5.00,,,,,,,,
2.70,68.00,87.00,5000.00,4.10,,,,,,,,
3.80,66.00,38.00,10000.00,4.10,,,,,,,,
3.20,429.00,18.00,10000.00,4.40,,,,,,,,
3.90,255.00,19.00,100000.00,4.40,,,,,,,,
2.30,9.00,70.00,1000.00,4.20,,,,,,,,
4.10,556.00,3.30,10000.00,4.20,,,,,,,,
4.30,1387.00,14.00,50000.00,4.00,,,,,,,,
3.10,192.00,66.00,10000.00,4.10,,,,,,,,
4.60,315.00,4.30,1000.00,4.00,,,,,,,,
4.10,681.00,48.00,100000.00,2.20,,,,,,,,
4.40,9.00,31.00,500.00,4.10,,,,,,,,
3.20,6752.00,3.30,1000000.00,4.00,,,,,,,,
4.50,663.00,25.00,50000.00,3.00,,,,,,,,
3.70,2111.00,11.00,100000.00,4.40,,,,,,,,
4.40,708.00,33.00,50000.00,3.00,,,,,,,,
4.50,532.00,6.40,10000.00,2.30,,,,,,,,
5.00,2.00,3.90,100.00,4.10,,,,,,,,
4.80,5.00,1.50,10.00,2.30,,,,,,,,
4.60,124.00,23.00,10000.00,3.00,,,,,,,,
4.00,1.00,2.40,10.00,4.20,,,,,,,,
4.10,19388.00,35.00,1000000.00,4.00,,,,,,,,
4.10,204.00,11.00,10000.00,4.00,,,,,,,,
4.80,65.00,7.10,500.00,4.10,,,,,,,,
4.30,3.00,5.30,100.00,4.10,,,,,,,,
2.80,851.00,30.00,100000.00,4.30,,,,,,,,
4.70,6505.00,2.00,50000.00,4.00,,,,,,,,
4.20,91186.00,6.30,5000000.00,4.00,,,,,,,,
3.80,120494.00,2.30,10000000.00,4.10,,,,,,,,
3.80,637.00,7.20,100000.00,4.10,,,,,,,,
3.80,79132.00,2.20,10000000.00,2.30,,,,,,,,
